id,plate_text,confidence,source,frame_num,plate_img,timestamp
305,LNS ZZG,0.744,video,861,video_20260523_123039_816933.jpg,2026-05-23 12:30:39
306,O7D,0.614,video,867,video_20260523_123040_192235.jpg,2026-05-23 12:30:40
307,DJCLA,0.594,video,876,video_20260523_123040_682580.jpg,2026-05-23 12:30:40
308,MOTLI,0.502,video,885,video_20260523_123041_066868.jpg,2026-05-23 12:30:41
309,DOCLA,0.409,video,888,video_20260523_123041_304616.jpg,2026-05-23 12:30:41
310,DOL,0.469,video,894,video_20260523_123041_733080.jpg,2026-05-23 12:30:41
311,MZLI,0.492,video,900,video_20260523_123042_075517.jpg,2026-05-23 12:30:42
312,DOLLX,0.741,video,903,video_20260523_123042_300110.jpg,2026-05-23 12:30:42
313,DOT,0.512,video,909,video_20260523_123042_650950.jpg,2026-05-23 12:30:42
314,GTU,0.511,video,912,video_20260523_123042_878056.jpg,2026-05-23 12:30:42
315,DNOTL,0.665,video,915,video_20260523_123043_112065.jpg,2026-05-23 12:30:43
316,OLI,0.654,video,918,video_20260523_123043_315811.jpg,2026-05-23 12:30:43
317,OCLA,0.667,video,921,video_20260523_123043_557052.jpg,2026-05-23 12:30:43
318,AODELX,0.604,video,924,video_20260523_123043_767436.jpg,2026-05-23 12:30:43
319,DAOZLX,0.464,video,924,video_20260523_123043_825817.jpg,2026-05-23 12:30:43
320,DOCLX,0.586,video,927,video_20260523_123044_057598.jpg,2026-05-23 12:30:44
321,IOCLX,0.673,video,930,video_20260523_123044_279843.jpg,2026-05-23 12:30:44
322,MONLI,0.685,video,933,video_20260523_123044_522106.jpg,2026-05-23 12:30:44
323,BOSUI,0.452,video,942,video_20260523_123044_979967.jpg,2026-05-23 12:30:44
324,BYOSUS,0.401,video,942,video_20260523_123045_021050.jpg,2026-05-23 12:30:45
325,BXOSU,0.484,video,948,video_20260523_123045_258418.jpg,2026-05-23 12:30:45
326,BYYOSUS,0.464,video,951,video_20260523_123045_472689.jpg,2026-05-23 12:30:45
327,EYO9US,0.431,video,951,video_20260523_123045_523386.jpg,2026-05-23 12:30:45
328,EOGUD,0.608,video,954,video_20260523_123045_784743.jpg,2026-05-23 12:30:45
329,EOGWI,0.548,video,957,video_20260523_123045_987897.jpg,2026-05-23 12:30:45
330,EOSUS,0.488,video,960,video_20260523_123046_192753.jpg,2026-05-23 12:30:46
331,EOSWS,0.457,video,966,video_20260523_123046_495544.jpg,2026-05-23 12:30:46
332,EYOGW,0.616,video,969,video_20260523_123046_697075.jpg,2026-05-23 12:30:46
333,EYOGWS,0.653,video,972,video_20260523_123046_876922.jpg,2026-05-23 12:30:46
334,EYOSWUS,0.632,video,975,video_20260523_123047_064782.jpg,2026-05-23 12:30:47
335,EYOGWUS,0.601,video,978,video_20260523_123047_286574.jpg,2026-05-23 12:30:47
336,EYOGWG,0.521,video,984,video_20260523_123047_635548.jpg,2026-05-23 12:30:47
337,EYOGUD,0.623,video,987,video_20260523_123047_839859.jpg,2026-05-23 12:30:47
338,EYOGU,0.43,video,987,video_20260523_123047_892057.jpg,2026-05-23 12:30:47
339,EYOGI,0.611,video,993,video_20260523_123048_270904.jpg,2026-05-23 12:30:48
340,EYO9WS,0.6,video,999,video_20260523_123048_580839.jpg,2026-05-23 12:30:48
341,EYOMUD,0.673,video,1002,video_20260523_123048_800378.jpg,2026-05-23 12:30:48
342,EYOSUS,0.601,video,1011,video_20260523_123049_140658.jpg,2026-05-23 12:30:49
343,EOSS,0.584,video,1020,video_20260523_123049_583738.jpg,2026-05-23 12:30:49
344,EOS,0.625,video,1026,video_20260523_123049_963521.jpg,2026-05-23 12:30:49
345,EMOS S,0.573,video,1032,video_20260523_123050_284158.jpg,2026-05-23 12:30:50
346,DPETYG,0.423,video,1116,video_20260523_123053_715722.jpg,2026-05-23 12:30:53
347,DPBT,0.412,video,1116,video_20260523_123053_825412.jpg,2026-05-23 12:30:53
348,DPOTH,0.525,video,1119,video_20260523_123054_042868.jpg,2026-05-23 12:30:54
349,BPOLI,0.618,video,1122,video_20260523_123054_212611.jpg,2026-05-23 12:30:54
350,WPBALYH,0.455,video,1125,video_20260523_123054_391181.jpg,2026-05-23 12:30:54
351,PELMHI,0.506,video,1131,video_20260523_123054_678187.jpg,2026-05-23 12:30:54
352,EEIU,0.658,video,1134,video_20260523_123054_929877.jpg,2026-05-23 12:30:54
353,PE TYHI,0.663,video,1137,video_20260523_123055_111077.jpg,2026-05-23 12:30:55
354,DPEIH,0.661,video,1140,video_20260523_123055_325474.jpg,2026-05-23 12:30:55
355,PE TYH,0.464,video,1146,video_20260523_123055_731233.jpg,2026-05-23 12:30:55
356,EP6TLYH,0.613,video,1149,video_20260523_123055_932051.jpg,2026-05-23 12:30:55
357,BPB IYH,0.661,video,1152,video_20260523_123056_144778.jpg,2026-05-23 12:30:56
358,PGIYH,0.521,video,1155,video_20260523_123056_360792.jpg,2026-05-23 12:30:56
359,BPBILH,0.624,video,1158,video_20260523_123056_555864.jpg,2026-05-23 12:30:56
360,BPBIH,0.596,video,1161,video_20260523_123056_783823.jpg,2026-05-23 12:30:56
361,PEILH,0.694,video,1164,video_20260523_123057_037367.jpg,2026-05-23 12:30:57
362,BPETH,0.708,video,1167,video_20260523_123057_286689.jpg,2026-05-23 12:30:57
363,BPBILMH,0.763,video,1170,video_20260523_123057_499955.jpg,2026-05-23 12:30:57
364,PPGILM,0.671,video,1176,video_20260523_123057_865905.jpg,2026-05-23 12:30:57
365,PBIM,0.732,video,1179,video_20260523_123058_120152.jpg,2026-05-23 12:30:58
366,BPBEL,0.731,video,1182,video_20260523_123058_278853.jpg,2026-05-23 12:30:58
367,PBIMH,0.609,video,1185,video_20260523_123058_482524.jpg,2026-05-23 12:30:58
368,LG6S Z6J,0.499,video,1215,video_20260523_123059_688387.jpg,2026-05-23 12:30:59
369,01GO5Z6J,0.559,video,1221,video_20260523_123100_055785.jpg,2026-05-23 12:31:00
370,1GES ZE3,0.479,video,1224,video_20260523_123100_311871.jpg,2026-05-23 12:31:00
371,WGES ZA8,0.558,video,1236,video_20260523_123100_870826.jpg,2026-05-23 12:31:00
372,L1G65 2E3,0.403,video,1236,video_20260523_123100_955629.jpg,2026-05-23 12:31:00
373,LG65 2E3,0.611,video,1239,video_20260523_123101_233272.jpg,2026-05-23 12:31:01
374,LGE5 ZEX,0.567,video,1242,video_20260523_123101_477269.jpg,2026-05-23 12:31:01
375,LG65 2EX,0.6,video,1245,video_20260523_123101_678564.jpg,2026-05-23 12:31:01
376,L1G65 2EX,0.612,video,1254,video_20260523_123102_176665.jpg,2026-05-23 12:31:02
377,LGGS ZEX,0.657,video,1257,video_20260523_123102_321138.jpg,2026-05-23 12:31:02
378,LG65 ZEX,0.619,video,1260,video_20260523_123102_468313.jpg,2026-05-23 12:31:02
379,LGE5 ZE,0.598,video,1263,video_20260523_123102_652630.jpg,2026-05-23 12:31:02
380,L1G65 26X,0.632,video,1269,video_20260523_123102_933969.jpg,2026-05-23 12:31:02
381,01G65 ZEX,0.684,video,1272,video_20260523_123103_129926.jpg,2026-05-23 12:31:03
382,L1G65 ZEX,0.71,video,1275,video_20260523_123103_343469.jpg,2026-05-23 12:31:03
383,0G6S ZFX,0.652,video,1284,video_20260523_123103_879772.jpg,2026-05-23 12:31:03
384,0GB5 ZFX,0.707,video,1287,video_20260523_123104_098028.jpg,2026-05-23 12:31:04
385,LGSS ZFX,0.691,video,1290,video_20260523_123104_314214.jpg,2026-05-23 12:31:04
386,WGES ZFX,0.697,video,1293,video_20260523_123104_546373.jpg,2026-05-23 12:31:04
387,WQ6S ZFX,0.554,video,1299,video_20260523_123104_889938.jpg,2026-05-23 12:31:04
388,LG6S ZFX,0.733,video,1305,video_20260523_123105_354772.jpg,2026-05-23 12:31:05
389,0L64OG3,0.497,video,1350,video_20260523_123107_024655.jpg,2026-05-23 12:31:07
390,ML64OC3,0.625,video,1353,video_20260523_123107_179856.jpg,2026-05-23 12:31:07
391,064O,0.628,video,1362,video_20260523_123107_585521.jpg,2026-05-23 12:31:07
392,64OG,0.634,video,1365,video_20260523_123107_771103.jpg,2026-05-23 12:31:07
393,64053,0.535,video,1368,video_20260523_123107_952011.jpg,2026-05-23 12:31:07
394,6405,0.54,video,1371,video_20260523_123108_182065.jpg,2026-05-23 12:31:08
395,CL64053,0.54,video,1377,video_20260523_123108_469784.jpg,2026-05-23 12:31:08
396,M640G3,0.65,video,1380,video_20260523_123108_698205.jpg,2026-05-23 12:31:08
397,M640GX,0.41,video,1380,video_20260523_123108_779785.jpg,2026-05-23 12:31:08
398,M6405,0.615,video,1383,video_20260523_123108_992421.jpg,2026-05-23 12:31:09
399,M640GA,0.634,video,1386,video_20260523_123109_232969.jpg,2026-05-23 12:31:09
400,LPLEAA,0.482,video,1389,video_20260523_123109_496809.jpg,2026-05-23 12:31:09
401,LPLLLD,0.725,video,1395,video_20260523_123109_940196.jpg,2026-05-23 12:31:09
402,M65J,0.652,video,1395,video_20260523_123110_011979.jpg,2026-05-23 12:31:10
403,M6405J,0.721,video,1398,video_20260523_123110_259946.jpg,2026-05-23 12:31:10
404,LPLLIA,0.707,video,1398,video_20260523_123110_317884.jpg,2026-05-23 12:31:10
405,LILLAI,0.64,video,1401,video_20260523_123110_556138.jpg,2026-05-23 12:31:10
406,LLLD,0.537,video,1404,video_20260523_123110_765120.jpg,2026-05-23 12:31:10
407,M64OQ,0.72,video,1407,video_20260523_123110_963266.jpg,2026-05-23 12:31:10
408,LPULL,0.714,video,1407,video_20260523_123111_012098.jpg,2026-05-23 12:31:11
409,LILLL,0.748,video,1410,video_20260523_123111_243719.jpg,2026-05-23 12:31:11
410,M64OG,0.669,video,1410,video_20260523_123111_292075.jpg,2026-05-23 12:31:11
411,LILLLL,0.73,video,1413,video_20260523_123111_507961.jpg,2026-05-23 12:31:11
412,M640G,0.724,video,1413,video_20260523_123111_549949.jpg,2026-05-23 12:31:11
413,LPILLLI,0.745,video,1416,video_20260523_123111_771264.jpg,2026-05-23 12:31:11
414,ME4Q,0.422,video,1416,video_20260523_123111_832482.jpg,2026-05-23 12:31:11
415,LHLI,0.711,video,1419,video_20260523_123112_036266.jpg,2026-05-23 12:31:12
416,M64LE,0.69,video,1419,video_20260523_123112_079736.jpg,2026-05-23 12:31:12
417,D645,0.773,video,1422,video_20260523_123112_333240.jpg,2026-05-23 12:31:12
418,MGJOE,0.748,video,1425,video_20260523_123112_530410.jpg,2026-05-23 12:31:12
419,LPLILJA,0.723,video,1428,video_20260523_123112_706461.jpg,2026-05-23 12:31:12
420,LPIL,0.694,video,1431,video_20260523_123112_860099.jpg,2026-05-23 12:31:12
421,LPLLLS,0.751,video,1434,video_20260523_123113_006026.jpg,2026-05-23 12:31:13
422,LLLLDI,0.632,video,1437,video_20260523_123113_172228.jpg,2026-05-23 12:31:13
423,LLAA,0.759,video,1443,video_20260523_123113_435831.jpg,2026-05-23 12:31:13
424,LILI,0.77,video,1446,video_20260523_123113_588536.jpg,2026-05-23 12:31:13
425,LLLI,0.737,video,1449,video_20260523_123113_744535.jpg,2026-05-23 12:31:13
426,0752 BPF,0.459,video,1548,video_20260523_123117_252246.jpg,2026-05-23 12:31:17
427,04X52 BPF,0.517,video,1554,video_20260523_123117_566881.jpg,2026-05-23 12:31:17
428,K52BPF,0.618,video,1560,video_20260523_123117_960332.jpg,2026-05-23 12:31:17
429,EEE,0.418,video,1563,video_20260523_123118_253886.jpg,2026-05-23 12:31:18
430,KS2 BPF,0.467,video,1569,video_20260523_123118_520070.jpg,2026-05-23 12:31:18
431,HX52 BPF,0.581,video,1572,video_20260523_123118_736052.jpg,2026-05-23 12:31:18
432,VOBXKRD,0.48,video,1638,video_20260523_123121_019904.jpg,2026-05-23 12:31:21
433,CEBILIL,0.456,video,1701,video_20260523_123123_523465.jpg,2026-05-23 12:31:23
434,CEGICIL,0.442,video,1707,video_20260523_123123_933901.jpg,2026-05-23 12:31:23
435,CE6ILYL,0.487,video,1734,video_20260523_123124_942822.jpg,2026-05-23 12:31:24
436,CEGILYL,0.538,video,1737,video_20260523_123125_156752.jpg,2026-05-23 12:31:25
437,U SCSB1,0.422,video,1767,video_20260523_123126_502625.jpg,2026-05-23 12:31:26
438,GIEE,0.411,video,1770,video_20260523_123126_689631.jpg,2026-05-23 12:31:26
439,WWO SSCSBP,0.521,video,1791,video_20260523_123127_550905.jpg,2026-05-23 12:31:27
440,WO SCSB12,0.574,video,1794,video_20260523_123127_806291.jpg,2026-05-23 12:31:27
441,WD SCS61P,0.501,video,1797,video_20260523_123128_093429.jpg,2026-05-23 12:31:28
442,WLO SCSB42,0.504,video,1800,video_20260523_123128_271254.jpg,2026-05-23 12:31:28
